student_id,sex,age,department,subject_name,studytime,failures,absences,final_marks,gpa,university_name
S0181,Male,22,Civil Engineering,Structural Engineering,4,0,26,37,4,GSR University
S0181,Male,22,Civil Engineering,Environmental Engineering,4,0,26,93,10,GSR University
S0182,Female,18,Civil Engineering,Transportation Engineering,4,1,14,83,9,GSR University
S0182,Female,18,Civil Engineering,Water Resources Engineering,4,1,14,59,6,GSR University
S0182,Female,18,Civil Engineering,Environmental Engineering,4,1,14,58,6,GSR University
S0183,Female,21,Civil Engineering,Water Resources Engineering,3,2,7,63,7,GSR University
S0183,Female,21,Civil Engineering,Environmental Engineering,3,2,7,87,9,GSR University
S0183,Female,21,Civil Engineering,Structural Engineering,3,2,7,42,5,GSR University
S0184,Male,24,Civil Engineering,Water Resources Engineering,2,1,19,94,10,GSR University
S0184,Male,24,Civil Engineering,Geotechnical Engineering,2,1,19,92,10,GSR University
S0184,Male,24,Civil Engineering,Transportation Engineering,2,1,19,37,4,GSR University
S0185,Female,21,Civil Engineering,Environmental Engineering,3,0,29,82,9,GSR University
S0185,Female,21,Civil Engineering,Transportation Engineering,3,0,29,91,10,GSR University
S0185,Female,21,Civil Engineering,Water Resources Engineering,3,0,29,94,10,GSR University
S0186,Female,24,Civil Engineering,Structural Engineering,2,0,20,47,5,GSR University
S0186,Female,24,Civil Engineering,Water Resources Engineering,2,0,20,51,6,GSR University
S0186,Female,24,Civil Engineering,Environmental Engineering,2,0,20,42,5,GSR University
S0187,Female,22,Civil Engineering,Geotechnical Engineering,2,1,13,94,10,GSR University
S0187,Female,22,Civil Engineering,Water Resources Engineering,2,1,13,72,8,GSR University
S0187,Female,22,Civil Engineering,Transportation Engineering,2,1,13,75,8,GSR University
S0188,Female,20,Civil Engineering,Water Resources Engineering,3,0,16,49,5,GSR University
S0188,Female,20,Civil Engineering,Environmental Engineering,3,0,16,50,6,GSR University
S0188,Female,20,Civil Engineering,Geotechnical Engineering,3,0,16,88,9,GSR University
S0189,Female,23,Civil Engineering,Environmental Engineering,4,0,9,67,7,GSR University
S0189,Female,23,Civil Engineering,Water Resources Engineering,4,0,9,67,7,GSR University
S0189,Female,23,Civil Engineering,Structural Engineering,4,0,9,75,8,GSR University
S0190,Female,22,Civil Engineering,Structural Engineering,1,0,19,72,8,GSR University
S0190,Female,22,Civil Engineering,Transportation Engineering,1,0,19,73,8,GSR University
S0190,Female,22,Civil Engineering,Environmental Engineering,1,0,19,60,7,GSR University
S0191,Female,23,Civil Engineering,Transportation Engineering,2,2,1,45,5,GSR University
S0191,Female,23,Civil Engineering,Water Resources Engineering,2,2,1,37,4,GSR University
S0191,Female,23,Civil Engineering,Structural Engineering,2,2,1,93,10,GSR University
S0192,Male,23,Civil Engineering,Water Resources Engineering,2,0,6,54,6,GSR University
S0192,Male,23,Civil Engineering,Environmental Engineering,2,0,6,81,9,GSR University
S0192,Male,23,Civil Engineering,Transportation Engineering,2,0,6,93,10,GSR University
S0193,Male,24,Civil Engineering,Water Resources Engineering,3,1,25,75,8,GSR University
S0193,Male,24,Civil Engineering,Structural Engineering,3,1,25,94,10,GSR University
S0193,Male,24,Civil Engineering,Transportation Engineering,3,1,25,76,8,GSR University
S0194,Male,23,Civil Engineering,Geotechnical Engineering,2,1,11,85,9,GSR University
S0194,Male,23,Civil Engineering,Environmental Engineering,2,1,11,92,10,GSR University
S0194,Male,23,Civil Engineering,Water Resources Engineering,2,1,11,53,6,GSR University
S0195,Female,24,Civil Engineering,Geotechnical Engineering,4,0,7,66,7,GSR University
S0195,Female,24,Civil Engineering,Transportation Engineering,4,0,7,85,9,GSR University
S0195,Female,24,Civil Engineering,Structural Engineering,4,0,7,78,8,GSR University
S0196,Female,19,Civil Engineering,Geotechnical Engineering,2,2,21,37,4,GSR University
S0196,Female,19,Civil Engineering,Environmental Engineering,2,2,21,62,7,GSR University
S0196,Female,19,Civil Engineering,Structural Engineering,2,2,21,44,5,GSR University
S0197,Male,20,Civil Engineering,Transportation Engineering,1,0,21,55,6,GSR University
S0197,Male,20,Civil Engineering,Geotechnical Engineering,1,0,21,65,7,GSR University
S0197,Male,20,Civil Engineering,Water Resources Engineering,1,0,21,92,10,GSR University
S0198,Female,22,Civil Engineering,Structural Engineering,4,0,3,94,10,GSR University
S0198,Female,22,Civil Engineering,Environmental Engineering,4,0,3,58,6,GSR University
S0198,Female,22,Civil Engineering,Geotechnical Engineering,4,0,3,84,9,GSR University
S0199,Male,18,Civil Engineering,Transportation Engineering,4,0,3,70,8,GSR University
S0199,Male,18,Civil Engineering,Environmental Engineering,4,0,3,36,4,GSR University
S0199,Male,18,Civil Engineering,Water Resources Engineering,4,0,3,49,5,GSR University
S0200,Female,19,Civil Engineering,Structural Engineering,2,2,9,46,5,GSR University
S0200,Female,19,Civil Engineering,Transportation Engineering,2,2,9,37,4,GSR University
S0200,Female,19,Civil Engineering,Geotechnical Engineering,2,2,9,79,8,GSR University
S0201,Female,19,Civil Engineering,Water Resources Engineering,1,2,0,76,8,GSR University
S0201,Female,19,Civil Engineering,Structural Engineering,1,2,0,78,8,GSR University
S0201,Female,19,Civil Engineering,Transportation Engineering,1,2,0,48,5,GSR University
S0202,Female,23,Civil Engineering,Transportation Engineering,3,0,4,94,10,GSR University
S0202,Female,23,Civil Engineering,Environmental Engineering,3,0,4,81,9,GSR University
S0202,Female,23,Civil Engineering,Geotechnical Engineering,3,0,4,48,5,GSR University
S0203,Male,24,Civil Engineering,Geotechnical Engineering,4,1,6,62,7,GSR University
S0203,Male,24,Civil Engineering,Transportation Engineering,4,1,6,36,4,GSR University
S0203,Male,24,Civil Engineering,Water Resources Engineering,4,1,6,69,7,GSR University
S0204,Male,22,Civil Engineering,Geotechnical Engineering,3,0,7,81,9,GSR University
S0204,Male,22,Civil Engineering,Environmental Engineering,3,0,7,65,7,GSR University
S0204,Male,22,Civil Engineering,Structural Engineering,3,0,7,45,5,GSR University
S0205,Male,19,Civil Engineering,Transportation Engineering,2,1,15,64,7,GSR University
S0205,Male,19,Civil Engineering,Environmental Engineering,2,1,15,75,8,GSR University
S0205,Male,19,Civil Engineering,Water Resources Engineering,2,1,15,35,4,GSR University
S0206,Female,22,Civil Engineering,Transportation Engineering,4,2,11,62,7,GSR University
S0206,Female,22,Civil Engineering,Environmental Engineering,4,2,11,91,10,GSR University
S0206,Female,22,Civil Engineering,Geotechnical Engineering,4,2,11,77,8,GSR University
S0207,Male,22,Civil Engineering,Geotechnical Engineering,1,0,16,40,5,GSR University
S0207,Male,22,Civil Engineering,Water Resources Engineering,1,0,16,78,8,GSR University
S0207,Male,22,Civil Engineering,Environmental Engineering,1,0,16,93,10,GSR University
S0208,Female,22,Civil Engineering,Transportation Engineering,2,1,1,60,7,GSR University
S0208,Female,22,Civil Engineering,Geotechnical Engineering,2,1,1,63,7,GSR University
S0208,Female,22,Civil Engineering,Water Resources Engineering,2,1,1,35,4,GSR University
S0209,Male,24,Civil Engineering,Geotechnical Engineering,2,0,20,85,9,GSR University
S0209,Male,24,Civil Engineering,Water Resources Engineering,2,0,20,48,5,GSR University
S0209,Male,24,Civil Engineering,Transportation Engineering,2,0,20,46,5,GSR University
S0210,Female,19,Civil Engineering,Structural Engineering,1,1,23,59,6,GSR University
S0210,Female,19,Civil Engineering,Transportation Engineering,1,1,23,84,9,GSR University
S0210,Female,19,Civil Engineering,Geotechnical Engineering,1,1,23,63,7,GSR University
S0211,Male,18,Civil Engineering,Structural Engineering,3,2,10,57,6,GSR University
S0211,Male,18,Civil Engineering,Transportation Engineering,3,2,10,79,8,GSR University
S0211,Male,18,Civil Engineering,Water Resources Engineering,3,2,10,86,9,GSR University
S0212,Female,19,Civil Engineering,Water Resources Engineering,4,2,7,42,5,GSR University
S0212,Female,19,Civil Engineering,Environmental Engineering,4,2,7,63,7,GSR University
S0212,Female,19,Civil Engineering,Transportation Engineering,4,2,7,66,7,GSR University
S0213,Male,23,Civil Engineering,Water Resources Engineering,3,1,14,60,7,GSR University
S0213,Male,23,Civil Engineering,Transportation Engineering,3,1,14,77,8,GSR University
S0213,Male,23,Civil Engineering,Environmental Engineering,3,1,14,44,5,GSR University
S0214,Female,23,Civil Engineering,Water Resources Engineering,2,0,25,59,6,GSR University
S0214,Female,23,Civil Engineering,Geotechnical Engineering,2,0,25,80,9,GSR University
S0214,Female,23,Civil Engineering,Environmental Engineering,2,0,25,38,4,GSR University
S0215,Male,18,Civil Engineering,Geotechnical Engineering,3,2,15,60,7,GSR University
S0215,Male,18,Civil Engineering,Environmental Engineering,3,2,15,62,7,GSR University
S0215,Male,18,Civil Engineering,Structural Engineering,3,2,15,36,4,GSR University
S0216,Female,19,Civil Engineering,Environmental Engineering,2,2,8,47,5,GSR University
S0216,Female,19,Civil Engineering,Geotechnical Engineering,2,2,8,43,5,GSR University
S0216,Female,19,Civil Engineering,Transportation Engineering,2,2,8,87,9,GSR University
S0217,Male,22,Civil Engineering,Transportation Engineering,1,2,3,38,4,GSR University
S0217,Male,22,Civil Engineering,Environmental Engineering,1,2,3,72,8,GSR University
S0217,Male,22,Civil Engineering,Water Resources Engineering,1,2,3,53,6,GSR University
S0218,Female,23,Civil Engineering,Geotechnical Engineering,2,0,8,58,6,GSR University
S0218,Female,23,Civil Engineering,Transportation Engineering,2,0,8,88,9,GSR University
S0218,Female,23,Civil Engineering,Water Resources Engineering,2,0,8,41,5,GSR University
S0219,Male,18,Civil Engineering,Water Resources Engineering,3,0,11,53,6,GSR University
S0219,Male,18,Civil Engineering,Structural Engineering,3,0,11,94,10,GSR University
S0219,Male,18,Civil Engineering,Transportation Engineering,3,0,11,63,7,GSR University
S0220,Male,18,Civil Engineering,Environmental Engineering,1,0,2,69,7,GSR University
S0220,Male,18,Civil Engineering,Structural Engineering,1,0,2,42,5,GSR University
S0220,Male,18,Civil Engineering,Water Resources Engineering,1,0,2,80,9,GSR University
S0221,Female,23,Civil Engineering,Transportation Engineering,2,1,8,82,9,GSR University
S0221,Female,23,Civil Engineering,Water Resources Engineering,2,1,8,36,4,GSR University
S0221,Female,23,Civil Engineering,Geotechnical Engineering,2,1,8,40,5,GSR University
S0222,Male,21,Civil Engineering,Water Resources Engineering,1,1,24,71,8,GSR University
S0222,Male,21,Civil Engineering,Environmental Engineering,1,1,24,49,5,GSR University
S0222,Male,21,Civil Engineering,Geotechnical Engineering,1,1,24,78,8,GSR University
S0223,Male,21,Civil Engineering,Water Resources Engineering,3,2,5,79,8,GSR University
S0223,Male,21,Civil Engineering,Structural Engineering,3,2,5,55,6,GSR University
S0223,Male,21,Civil Engineering,Environmental Engineering,3,2,5,57,6,GSR University
S0224,Male,20,Civil Engineering,Water Resources Engineering,4,2,20,45,5,GSR University
S0224,Male,20,Civil Engineering,Geotechnical Engineering,4,2,20,85,9,GSR University
S0224,Male,20,Civil Engineering,Structural Engineering,4,2,20,49,5,GSR University
S0225,Male,21,Civil Engineering,Environmental Engineering,1,1,18,82,9,GSR University
S0225,Male,21,Civil Engineering,Transportation Engineering,1,1,18,87,9,GSR University
S0225,Male,21,Civil Engineering,Structural Engineering,1,1,18,86,9,GSR University
S0226,Male,23,Civil Engineering,Structural Engineering,1,2,27,64,7,GSR University
S0226,Male,23,Civil Engineering,Water Resources Engineering,1,2,27,52,6,GSR University
S0226,Male,23,Civil Engineering,Geotechnical Engineering,1,2,27,36,4,GSR University
S0227,Male,18,Civil Engineering,Structural Engineering,4,1,24,44,5,GSR University
S0227,Male,18,Civil Engineering,Geotechnical Engineering,4,1,24,73,8,GSR University
S0227,Male,18,Civil Engineering,Transportation Engineering,4,1,24,47,5,GSR University
S0228,Male,24,Civil Engineering,Environmental Engineering,3,0,9,88,9,GSR University
S0228,Male,24,Civil Engineering,Structural Engineering,3,0,9,35,4,GSR University
S0228,Male,24,Civil Engineering,Transportation Engineering,3,0,9,78,8,GSR University
S0229,Female,22,Civil Engineering,Environmental Engineering,3,2,12,43,5,GSR University
S0229,Female,22,Civil Engineering,Transportation Engineering,3,2,12,49,5,GSR University
S0229,Female,22,Civil Engineering,Structural Engineering,3,2,12,44,5,GSR University
S0230,Male,19,Civil Engineering,Transportation Engineering,1,1,7,38,4,GSR University
S0230,Male,19,Civil Engineering,Water Resources Engineering,1,1,7,84,9,GSR University
S0230,Male,19,Civil Engineering,Environmental Engineering,1,1,7,58,6,GSR University
S0231,Female,20,Civil Engineering,Water Resources Engineering,4,2,9,44,5,GSR University
S0231,Female,20,Civil Engineering,Transportation Engineering,4,2,9,67,7,GSR University
S0231,Female,20,Civil Engineering,Environmental Engineering,4,2,9,89,9,GSR University
S0232,Male,19,Civil Engineering,Water Resources Engineering,3,0,2,55,6,GSR University
S0232,Male,19,Civil Engineering,Environmental Engineering,3,0,2,51,6,GSR University
S0232,Male,19,Civil Engineering,Structural Engineering,3,0,2,56,6,GSR University
S0233,Male,22,Civil Engineering,Environmental Engineering,3,2,10,91,10,GSR University
S0233,Male,22,Civil Engineering,Transportation Engineering,3,2,10,59,6,GSR University
S0233,Male,22,Civil Engineering,Water Resources Engineering,3,2,10,36,4,GSR University
S0234,Male,20,Civil Engineering,Transportation Engineering,1,1,2,75,8,GSR University
S0234,Male,20,Civil Engineering,Environmental Engineering,1,1,2,83,9,GSR University
S0234,Male,20,Civil Engineering,Structural Engineering,1,1,2,45,5,GSR University
S0235,Female,24,Civil Engineering,Structural Engineering,4,1,18,66,7,GSR University
S0235,Female,24,Civil Engineering,Environmental Engineering,4,1,18,73,8,GSR University
S0235,Female,24,Civil Engineering,Water Resources Engineering,4,1,18,79,8,GSR University
S0236,Female,23,Civil Engineering,Water Resources Engineering,4,0,0,67,7,GSR University
S0236,Female,23,Civil Engineering,Geotechnical Engineering,4,0,0,93,10,GSR University
S0236,Female,23,Civil Engineering,Structural Engineering,4,0,0,40,5,GSR University
S0237,Male,18,Civil Engineering,Environmental Engineering,4,0,16,61,7,GSR University
S0237,Male,18,Civil Engineering,Water Resources Engineering,4,0,16,66,7,GSR University
S0237,Male,18,Civil Engineering,Structural Engineering,4,0,16,55,6,GSR University
S0238,Female,23,Civil Engineering,Environmental Engineering,2,2,21,56,6,GSR University
S0238,Female,23,Civil Engineering,Water Resources Engineering,2,2,21,40,5,GSR University
S0238,Female,23,Civil Engineering,Geotechnical Engineering,2,2,21,36,4,GSR University
S0239,Female,24,Civil Engineering,Structural Engineering,2,1,16,86,9,GSR University
S0239,Female,24,Civil Engineering,Transportation Engineering,2,1,16,42,5,GSR University
S0239,Female,24,Civil Engineering,Water Resources Engineering,2,1,16,56,6,GSR University
S0240,Female,21,Civil Engineering,Geotechnical Engineering,4,0,12,89,9,GSR University
S0240,Female,21,Civil Engineering,Structural Engineering,4,0,12,50,6,GSR University
S0240,Female,21,Civil Engineering,Transportation Engineering,4,0,12,76,8,GSR University
S0241,Female,23,Civil Engineering,Water Resources Engineering,1,2,15,64,7,GSR University
S0241,Female,23,Civil Engineering,Geotechnical Engineering,1,2,15,79,8,GSR University
S0241,Female,23,Civil Engineering,Environmental Engineering,1,2,15,57,6,GSR University
S0242,Male,21,Civil Engineering,Geotechnical Engineering,4,1,4,64,7,GSR University
S0242,Male,21,Civil Engineering,Environmental Engineering,4,1,4,55,6,GSR University
S0242,Male,21,Civil Engineering,Structural Engineering,4,1,4,54,6,GSR University
S0243,Female,23,Civil Engineering,Structural Engineering,2,2,0,68,7,GSR University
S0243,Female,23,Civil Engineering,Environmental Engineering,2,2,0,48,5,GSR University
S0243,Female,23,Civil Engineering,Geotechnical Engineering,2,2,0,70,8,GSR University
S0244,Male,18,Civil Engineering,Environmental Engineering,2,0,1,91,10,GSR University
S0244,Male,18,Civil Engineering,Transportation Engineering,2,0,1,43,5,GSR University
S0244,Male,18,Civil Engineering,Geotechnical Engineering,2,0,1,35,4,GSR University
S0245,Male,20,Civil Engineering,Environmental Engineering,4,1,22,40,5,GSR University
S0245,Male,20,Civil Engineering,Structural Engineering,4,1,22,69,7,GSR University
S0245,Male,20,Civil Engineering,Water Resources Engineering,4,1,22,56,6,GSR University
S0246,Male,20,Civil Engineering,Water Resources Engineering,2,0,19,76,8,GSR University
S0246,Male,20,Civil Engineering,Structural Engineering,2,0,19,72,8,GSR University
S0246,Male,20,Civil Engineering,Environmental Engineering,2,0,19,52,6,GSR University
S0247,Male,22,Civil Engineering,Structural Engineering,2,1,29,48,5,GSR University
S0247,Male,22,Civil Engineering,Geotechnical Engineering,2,1,29,43,5,GSR University
S0247,Male,22,Civil Engineering,Water Resources Engineering,2,1,29,49,5,GSR University
S0248,Male,22,Civil Engineering,Structural Engineering,2,2,1,52,6,GSR University
S0248,Male,22,Civil Engineering,Water Resources Engineering,2,2,1,44,5,GSR University
S0248,Male,22,Civil Engineering,Transportation Engineering,2,2,1,59,6,GSR University
S0249,Male,19,Civil Engineering,Water Resources Engineering,1,1,0,80,9,GSR University
S0249,Male,19,Civil Engineering,Structural Engineering,1,1,0,50,6,GSR University
S0249,Male,19,Civil Engineering,Geotechnical Engineering,1,1,0,88,9,GSR University
S0250,Male,23,Civil Engineering,Transportation Engineering,4,2,2,87,9,GSR University
S0250,Male,23,Civil Engineering,Environmental Engineering,4,2,2,68,7,GSR University
S0250,Male,23,Civil Engineering,Water Resources Engineering,4,2,2,42,5,GSR University
S0251,Female,22,Civil Engineering,Geotechnical Engineering,4,0,14,48,5,GSR University
S0251,Female,22,Civil Engineering,Environmental Engineering,4,0,14,54,6,GSR University
S0251,Female,22,Civil Engineering,Water Resources Engineering,4,0,14,52,6,GSR University
S0252,Female,22,Civil Engineering,Structural Engineering,3,1,28,57,6,GSR University
S0252,Female,22,Civil Engineering,Water Resources Engineering,3,1,28,53,6,GSR University
S0252,Female,22,Civil Engineering,Transportation Engineering,3,1,28,65,7,GSR University
S0253,Male,20,Civil Engineering,Environmental Engineering,3,1,9,84,9,GSR University
S0253,Male,20,Civil Engineering,Water Resources Engineering,3,1,9,65,7,GSR University
S0253,Male,20,Civil Engineering,Transportation Engineering,3,1,9,90,10,GSR University
S0254,Male,24,Civil Engineering,Water Resources Engineering,3,2,8,80,9,GSR University
S0254,Male,24,Civil Engineering,Geotechnical Engineering,3,2,8,85,9,GSR University
S0254,Male,24,Civil Engineering,Transportation Engineering,3,2,8,41,5,GSR University
S0255,Male,21,Civil Engineering,Transportation Engineering,4,2,7,86,9,GSR University
S0255,Male,21,Civil Engineering,Geotechnical Engineering,4,2,7,63,7,GSR University
S0255,Male,21,Civil Engineering,Environmental Engineering,4,2,7,86,9,GSR University
S0256,Female,21,Civil Engineering,Structural Engineering,2,2,17,69,7,GSR University
S0256,Female,21,Civil Engineering,Geotechnical Engineering,2,2,17,41,5,GSR University
S0256,Female,21,Civil Engineering,Environmental Engineering,2,2,17,61,7,GSR University
S0257,Female,21,Civil Engineering,Environmental Engineering,2,2,4,89,9,GSR University
S0257,Female,21,Civil Engineering,Transportation Engineering,2,2,4,36,4,GSR University
S0257,Female,21,Civil Engineering,Structural Engineering,2,2,4,61,7,GSR University
S0258,Female,22,Civil Engineering,Structural Engineering,2,2,20,73,8,GSR University
S0258,Female,22,Civil Engineering,Transportation Engineering,2,2,20,39,4,GSR University
S0258,Female,22,Civil Engineering,Water Resources Engineering,2,2,20,35,4,GSR University
S0259,Male,22,Civil Engineering,Environmental Engineering,2,1,12,79,8,GSR University
S0259,Male,22,Civil Engineering,Transportation Engineering,2,1,12,66,7,GSR University
S0259,Male,22,Civil Engineering,Geotechnical Engineering,2,1,12,70,8,GSR University
S0260,Male,18,Civil Engineering,Geotechnical Engineering,1,2,20,60,7,GSR University
S0260,Male,18,Civil Engineering,Structural Engineering,1,2,20,38,4,GSR University
S0260,Male,18,Civil Engineering,Environmental Engineering,1,2,20,68,7,GSR University
S0261,Female,21,Civil Engineering,Water Resources Engineering,4,1,7,63,7,GSR University
S0261,Female,21,Civil Engineering,Geotechnical Engineering,4,1,7,72,8,GSR University
S0261,Female,21,Civil Engineering,Transportation Engineering,4,1,7,76,8,GSR University
S0262,Female,22,Civil Engineering,Geotechnical Engineering,1,0,8,35,4,GSR University
S0262,Female,22,Civil Engineering,Environmental Engineering,1,0,8,36,4,GSR University
S0262,Female,22,Civil Engineering,Water Resources Engineering,1,0,8,94,10,GSR University
S0263,Male,22,Civil Engineering,Environmental Engineering,2,1,25,45,5,GSR University
S0263,Male,22,Civil Engineering,Geotechnical Engineering,2,1,25,89,9,GSR University
S0263,Male,22,Civil Engineering,Structural Engineering,2,1,25,68,7,GSR University
S0264,Female,20,Civil Engineering,Water Resources Engineering,4,0,14,79,8,GSR University
S0264,Female,20,Civil Engineering,Geotechnical Engineering,4,0,14,53,6,GSR University
S0264,Female,20,Civil Engineering,Environmental Engineering,4,0,14,39,4,GSR University
S0265,Male,21,Civil Engineering,Geotechnical Engineering,3,0,7,77,8,GSR University
S0265,Male,21,Civil Engineering,Environmental Engineering,3,0,7,35,4,GSR University
S0265,Male,21,Civil Engineering,Structural Engineering,3,0,7,79,8,GSR University
S0266,Female,20,Civil Engineering,Environmental Engineering,3,0,4,80,9,GSR University
S0266,Female,20,Civil Engineering,Water Resources Engineering,3,0,4,70,8,GSR University
S0266,Female,20,Civil Engineering,Geotechnical Engineering,3,0,4,45,5,GSR University
S0267,Male,21,Civil Engineering,Structural Engineering,3,2,18,39,4,GSR University
S0267,Male,21,Civil Engineering,Geotechnical Engineering,3,2,18,39,4,GSR University
S0267,Male,21,Civil Engineering,Water Resources Engineering,3,2,18,64,7,GSR University
S0268,Female,23,Civil Engineering,Water Resources Engineering,4,1,5,74,8,GSR University
S0268,Female,23,Civil Engineering,Geotechnical Engineering,4,1,5,59,6,GSR University
S0268,Female,23,Civil Engineering,Environmental Engineering,4,1,5,43,5,GSR University
S0269,Male,19,Civil Engineering,Environmental Engineering,2,2,16,75,8,GSR University
S0269,Male,19,Civil Engineering,Structural Engineering,2,2,16,59,6,GSR University
S0269,Male,19,Civil Engineering,Water Resources Engineering,2,2,16,92,10,GSR University
S0270,Female,24,Civil Engineering,Structural Engineering,3,1,9,36,4,GSR University
S0270,Female,24,Civil Engineering,Geotechnical Engineering,3,1,9,88,9,GSR University
S0270,Female,24,Civil Engineering,Environmental Engineering,3,1,9,47,5,GSR University
S0271,Female,22,Civil Engineering,Transportation Engineering,3,1,10,52,6,GSR University
S0271,Female,22,Civil Engineering,Water Resources Engineering,3,1,10,89,9,GSR University
S0271,Female,22,Civil Engineering,Structural Engineering,3,1,10,43,5,GSR University
S0272,Female,18,Civil Engineering,Transportation Engineering,3,1,27,86,9,GSR University
S0272,Female,18,Civil Engineering,Environmental Engineering,3,1,27,64,7,GSR University
S0272,Female,18,Civil Engineering,Water Resources Engineering,3,1,27,54,6,GSR University
S0273,Female,22,Civil Engineering,Geotechnical Engineering,4,2,13,92,10,GSR University
S0273,Female,22,Civil Engineering,Environmental Engineering,4,2,13,66,7,GSR University
S0273,Female,22,Civil Engineering,Water Resources Engineering,4,2,13,64,7,GSR University
S0274,Male,24,Civil Engineering,Environmental Engineering,1,0,14,55,6,GSR University
S0274,Male,24,Civil Engineering,Water Resources Engineering,1,0,14,42,5,GSR University
S0274,Male,24,Civil Engineering,Transportation Engineering,1,0,14,80,9,GSR University
S0275,Male,23,Civil Engineering,Transportation Engineering,3,2,21,63,7,GSR University
S0275,Male,23,Civil Engineering,Water Resources Engineering,3,2,21,47,5,GSR University
S0275,Male,23,Civil Engineering,Geotechnical Engineering,3,2,21,52,6,GSR University
S0276,Male,19,Civil Engineering,Transportation Engineering,1,2,19,85,9,GSR University
S0276,Male,19,Civil Engineering,Structural Engineering,1,2,19,57,6,GSR University
S0276,Male,19,Civil Engineering,Water Resources Engineering,1,2,19,58,6,GSR University
S0277,Male,21,Civil Engineering,Geotechnical Engineering,2,2,4,88,9,GSR University
S0277,Male,21,Civil Engineering,Transportation Engineering,2,2,4,53,6,GSR University
S0277,Male,21,Civil Engineering,Environmental Engineering,2,2,4,57,6,GSR University
S0278,Female,22,Civil Engineering,Structural Engineering,3,2,24,50,6,GSR University
S0278,Female,22,Civil Engineering,Transportation Engineering,3,2,24,42,5,GSR University
S0278,Female,22,Civil Engineering,Geotechnical Engineering,3,2,24,35,4,GSR University
S0279,Male,21,Civil Engineering,Structural Engineering,3,0,3,77,8,GSR University
S0279,Male,21,Civil Engineering,Water Resources Engineering,3,0,3,59,6,GSR University
S0279,Male,21,Civil Engineering,Geotechnical Engineering,3,0,3,44,5,GSR University
S0280,Female,22,Civil Engineering,Water Resources Engineering,2,2,26,47,5,GSR University
S0280,Female,22,Civil Engineering,Transportation Engineering,2,2,26,43,5,GSR University
S0280,Female,22,Civil Engineering,Structural Engineering,2,2,26,86,9,GSR University
S0281,Female,21,Civil Engineering,Water Resources Engineering,2,1,25,91,10,GSR University
S0281,Female,21,Civil Engineering,Environmental Engineering,2,1,25,68,7,GSR University
S0281,Female,21,Civil Engineering,Geotechnical Engineering,2,1,25,87,9,GSR University
S0282,Female,18,Civil Engineering,Transportation Engineering,3,2,22,81,9,GSR University
S0282,Female,18,Civil Engineering,Water Resources Engineering,3,2,22,38,4,GSR University
S0282,Female,18,Civil Engineering,Geotechnical Engineering,3,2,22,54,6,GSR University
S0283,Female,19,Civil Engineering,Environmental Engineering,2,2,25,74,8,GSR University
S0283,Female,19,Civil Engineering,Transportation Engineering,2,2,25,73,8,GSR University
S0283,Female,19,Civil Engineering,Structural Engineering,2,2,25,55,6,GSR University
S0284,Female,19,Civil Engineering,Geotechnical Engineering,2,0,12,38,4,GSR University
S0284,Female,19,Civil Engineering,Water Resources Engineering,2,0,12,63,7,GSR University
S0284,Female,19,Civil Engineering,Environmental Engineering,2,0,12,48,5,GSR University
S0285,Female,20,Civil Engineering,Structural Engineering,1,1,22,68,7,GSR University
S0285,Female,20,Civil Engineering,Environmental Engineering,1,1,22,64,7,GSR University
S0285,Female,20,Civil Engineering,Geotechnical Engineering,1,1,22,52,6,GSR University
S0286,Male,20,Civil Engineering,Water Resources Engineering,4,2,16,64,7,GSR University
S0286,Male,20,Civil Engineering,Transportation Engineering,4,2,16,92,10,GSR University
S0286,Male,20,Civil Engineering,Structural Engineering,4,2,16,72,8,GSR University
S0287,Male,22,Civil Engineering,Environmental Engineering,4,2,15,83,9,GSR University
S0287,Male,22,Civil Engineering,Structural Engineering,4,2,15,89,9,GSR University
S0287,Male,22,Civil Engineering,Geotechnical Engineering,4,2,15,67,7,GSR University
S0288,Male,19,Civil Engineering,Geotechnical Engineering,4,0,26,91,10,GSR University
S0288,Male,19,Civil Engineering,Structural Engineering,4,0,26,94,10,GSR University
S0288,Male,19,Civil Engineering,Water Resources Engineering,4,0,26,88,9,GSR University
S0289,Male,22,Civil Engineering,Geotechnical Engineering,1,1,3,49,5,GSR University
S0289,Male,22,Civil Engineering,Structural Engineering,1,1,3,40,5,GSR University
S0289,Male,22,Civil Engineering,Environmental Engineering,1,1,3,81,9,GSR University
S0290,Female,23,Civil Engineering,Water Resources Engineering,3,2,8,86,9,GSR University
S0290,Female,23,Civil Engineering,Environmental Engineering,3,2,8,44,5,GSR University
S0290,Female,23,Civil Engineering,Structural Engineering,3,2,8,84,9,GSR University
S0291,Male,20,Civil Engineering,Transportation Engineering,3,0,29,79,8,GSR University
S0291,Male,20,Civil Engineering,Environmental Engineering,3,0,29,85,9,GSR University
S0291,Male,20,Civil Engineering,Structural Engineering,3,0,29,87,9,GSR University
S0292,Female,20,Civil Engineering,Water Resources Engineering,3,1,25,71,8,GSR University
S0292,Female,20,Civil Engineering,Geotechnical Engineering,3,1,25,54,6,GSR University
S0292,Female,20,Civil Engineering,Transportation Engineering,3,1,25,83,9,GSR University
S0293,Female,22,Civil Engineering,Environmental Engineering,4,0,3,73,8,GSR University
S0293,Female,22,Civil Engineering,Structural Engineering,4,0,3,84,9,GSR University
